"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH","BASEFLOW","QUICKFLOW","RATIO"
"251",251,"08/09/1994",2.1,1994-09-08,1994,"1994",9,"Sep",36,251,30,1.929,0.171,0.081
"252",252,"09/09/1994",2.2,1994-09-09,1994,"1994",9,"Sep",36,252,30,1.915,0.285,0.13
"253",253,"10/09/1994",2,1994-09-10,1994,"1994",9,"Sep",37,253,30,1.904,0.096,0.048
"254",254,"11/09/1994",1.9,1994-09-11,1994,"1994",9,"Sep",37,254,30,1.9,0,0
"255",255,"12/09/1994",4.2,1994-09-12,1994,"1994",9,"Sep",37,255,30,1.902,2.298,0.547
"256",256,"13/09/1994",3.6,1994-09-13,1994,"1994",9,"Sep",37,256,30,1.906,1.694,0.471
"257",257,"14/09/1994",3.1,1994-09-14,1994,"1994",9,"Sep",37,257,30,1.909,1.191,0.384
"258",258,"15/09/1994",2.4,1994-09-15,1994,"1994",9,"Sep",37,258,30,1.907,0.493,0.205
"259",259,"16/09/1994",2.2,1994-09-16,1994,"1994",9,"Sep",37,259,30,1.881,0.319,0.145
"260",260,"17/09/1994",2.1,1994-09-17,1994,"1994",9,"Sep",38,260,30,1.859,0.241,0.115
"261",261,"18/09/1994",2.4,1994-09-18,1994,"1994",9,"Sep",38,261,30,1.839,0.561,0.234
"262",262,"19/09/1994",2,1994-09-19,1994,"1994",9,"Sep",38,262,30,1.822,0.178,0.089
"263",263,"20/09/1994",2,1994-09-20,1994,"1994",9,"Sep",38,263,30,1.807,0.193,0.096
"264",264,"21/09/1994",1.8,1994-09-21,1994,"1994",9,"Sep",38,264,30,1.8,0,0
"265",265,"22/09/1994",1.9,1994-09-22,1994,"1994",9,"Sep",38,265,30,1.8,0.1,0.053
"266",266,"23/09/1994",2.2,1994-09-23,1994,"1994",9,"Sep",38,266,30,1.801,0.399,0.181
"267",267,"24/09/1994",7.2,1994-09-24,1994,"1994",9,"Sep",39,267,30,1.811,5.389,0.748
"268",268,"25/09/1994",5.1,1994-09-25,1994,"1994",9,"Sep",39,268,30,1.839,3.261,0.639
"269",269,"26/09/1994",3.4,1994-09-26,1994,"1994",9,"Sep",39,269,30,1.883,1.517,0.446
"270",270,"27/09/1994",2.8,1994-09-27,1994,"1994",9,"Sep",39,270,30,1.93,0.87,0.311
"271",271,"28/09/1994",3.6,1994-09-28,1994,"1994",9,"Sep",39,271,30,1.977,1.623,0.451
"272",272,"29/09/1994",3.7,1994-09-29,1994,"1994",9,"Sep",39,272,30,2.025,1.675,0.453
"273",273,"30/09/1994",2.9,1994-09-30,1994,"1994",9,"Sep",39,273,30,2.073,0.827,0.285
"274",274,"01/10/1994",4.4,1994-10-01,1994,"1994",10,"Oct",40,274,31,2.116,2.284,0.519
"275",275,"02/10/1994",3.4,1994-10-02,1994,"1994",10,"Oct",40,275,31,2.155,1.245,0.366
"276",276,"03/10/1994",2.9,1994-10-03,1994,"1994",10,"Oct",40,276,31,2.19,0.71,0.245
"277",277,"04/10/1994",2.6,1994-10-04,1994,"1994",10,"Oct",40,277,31,2.221,0.379,0.146
"278",278,"05/10/1994",2.8,1994-10-05,1994,"1994",10,"Oct",40,278,31,2.25,0.55,0.196
"279",279,"06/10/1994",7.8,1994-10-06,1994,"1994",10,"Oct",40,279,31,2.284,5.516,0.707
"280",280,"07/10/1994",4.2,1994-10-07,1994,"1994",10,"Oct",40,280,31,2.333,1.867,0.445
"281",281,"08/10/1994",5.2,1994-10-08,1994,"1994",10,"Oct",41,281,31,2.391,2.809,0.54
"282",282,"09/10/1994",6.4,1994-10-09,1994,"1994",10,"Oct",41,282,31,2.457,3.943,0.616
"283",283,"10/10/1994",10.7,1994-10-10,1994,"1994",10,"Oct",41,283,31,2.54,8.16,0.763
"284",284,"11/10/1994",11.4,1994-10-11,1994,"1994",10,"Oct",41,284,31,2.63,8.77,0.769
"285",285,"12/10/1994",10.9,1994-10-12,1994,"1994",10,"Oct",41,285,31,2.711,8.189,0.751
"286",286,"13/10/1994",8.2,1994-10-13,1994,"1994",10,"Oct",41,286,31,2.778,5.422,0.661
"287",287,"14/10/1994",6.2,1994-10-14,1994,"1994",10,"Oct",41,287,31,2.832,3.368,0.543
"288",288,"15/10/1994",8.9,1994-10-15,1994,"1994",10,"Oct",42,288,31,2.87,6.03,0.678
"289",289,"16/10/1994",5.9,1994-10-16,1994,"1994",10,"Oct",42,289,31,2.892,3.008,0.51
"290",290,"17/10/1994",5.1,1994-10-17,1994,"1994",10,"Oct",42,290,31,2.888,2.212,0.434
"291",291,"18/10/1994",4.5,1994-10-18,1994,"1994",10,"Oct",42,291,31,2.733,1.767,0.393
"292",292,"19/10/1994",4,1994-10-19,1994,"1994",10,"Oct",42,292,31,2.61,1.39,0.348
"293",293,"20/10/1994",3.6,1994-10-20,1994,"1994",10,"Oct",42,293,31,2.513,1.087,0.302
"294",294,"21/10/1994",3.4,1994-10-21,1994,"1994",10,"Oct",42,294,31,2.433,0.967,0.284
"295",295,"22/10/1994",3.2,1994-10-22,1994,"1994",10,"Oct",43,295,31,2.363,0.837,0.262
"296",296,"23/10/1994",3.1,1994-10-23,1994,"1994",10,"Oct",43,296,31,2.299,0.801,0.258
"297",297,"24/10/1994",2.8,1994-10-24,1994,"1994",10,"Oct",43,297,31,2.247,0.553,0.198
"298",298,"25/10/1994",2.7,1994-10-25,1994,"1994",10,"Oct",43,298,31,2.206,0.494,0.183
"299",299,"26/10/1994",2.5,1994-10-26,1994,"1994",10,"Oct",43,299,31,2.174,0.326,0.13
"300",300,"27/10/1994",2.4,1994-10-27,1994,"1994",10,"Oct",43,300,31,2.151,0.249,0.104
"301",301,"28/10/1994",2.3,1994-10-28,1994,"1994",10,"Oct",43,301,31,2.135,0.165,0.072
"302",302,"29/10/1994",2.2,1994-10-29,1994,"1994",10,"Oct",44,302,31,2.126,0.074,0.034
"303",303,"30/10/1994",2.2,1994-10-30,1994,"1994",10,"Oct",44,303,31,2.12,0.08,0.036
"304",304,"31/10/1994",2.4,1994-10-31,1994,"1994",10,"Oct",44,304,31,2.113,0.287,0.12
"305",305,"01/11/1994",2.5,1994-11-01,1994,"1994",11,"Nov",44,305,30,2.105,0.395,0.158
"306",306,"02/11/1994",2.1,1994-11-02,1994,"1994",11,"Nov",44,306,30,2.1,0,0
"307",307,"03/11/1994",2.4,1994-11-03,1994,"1994",11,"Nov",44,307,30,2.1,0.3,0.125
"308",308,"04/11/1994",3.5,1994-11-04,1994,"1994",11,"Nov",44,308,30,2.104,1.396,0.399
"309",309,"05/11/1994",2.9,1994-11-05,1994,"1994",11,"Nov",45,309,30,2.112,0.788,0.272
"310",310,"06/11/1994",6.6,1994-11-06,1994,"1994",11,"Nov",45,310,30,2.129,4.471,0.677
"311",311,"07/11/1994",5.2,1994-11-07,1994,"1994",11,"Nov",45,311,30,2.162,3.038,0.584
"312",312,"08/11/1994",4,1994-11-08,1994,"1994",11,"Nov",45,312,30,2.208,1.792,0.448
"313",313,"09/11/1994",6.3,1994-11-09,1994,"1994",11,"Nov",45,313,30,2.262,4.038,0.641
"314",314,"10/11/1994",15.4,1994-11-10,1994,"1994",11,"Nov",45,314,30,2.329,13.071,0.849
"315",315,"11/11/1994",7.3,1994-11-11,1994,"1994",11,"Nov",45,315,30,2.4,4.9,0.671
"316",316,"12/11/1994",5.4,1994-11-12,1994,"1994",11,"Nov",46,316,30,2.461,2.939,0.544
"317",317,"13/11/1994",5.4,1994-11-13,1994,"1994",11,"Nov",46,317,30,2.511,2.889,0.535
"318",318,"14/11/1994",4.2,1994-11-14,1994,"1994",11,"Nov",46,318,30,2.549,1.651,0.393
"319",319,"15/11/1994",3.9,1994-11-15,1994,"1994",11,"Nov",46,319,30,2.578,1.322,0.339
"320",320,"16/11/1994",3.4,1994-11-16,1994,"1994",11,"Nov",46,320,30,2.599,0.801,0.236
"321",321,"17/11/1994",3.3,1994-11-17,1994,"1994",11,"Nov",46,321,30,2.614,0.686,0.208
"322",322,"18/11/1994",3.2,1994-11-18,1994,"1994",11,"Nov",46,322,30,2.625,0.575,0.18
"323",323,"19/11/1994",4.9,1994-11-19,1994,"1994",11,"Nov",47,323,30,2.633,2.267,0.463
"324",324,"20/11/1994",3.7,1994-11-20,1994,"1994",11,"Nov",47,324,30,2.636,1.064,0.288
"325",325,"21/11/1994",3.2,1994-11-21,1994,"1994",11,"Nov",47,325,30,2.607,0.593,0.185
"326",326,"22/11/1994",3,1994-11-22,1994,"1994",11,"Nov",47,326,30,2.567,0.433,0.144
"327",327,"23/11/1994",2.9,1994-11-23,1994,"1994",11,"Nov",47,327,30,2.536,0.364,0.126
"328",328,"24/11/1994",3.5,1994-11-24,1994,"1994",11,"Nov",47,328,30,2.505,0.995,0.284
"329",329,"25/11/1994",3.9,1994-11-25,1994,"1994",11,"Nov",47,329,30,2.469,1.431,0.367
"330",330,"26/11/1994",3.4,1994-11-26,1994,"1994",11,"Nov",48,330,30,2.426,0.974,0.286
"331",331,"27/11/1994",3,1994-11-27,1994,"1994",11,"Nov",48,331,30,2.378,0.622,0.207
"332",332,"28/11/1994",2.9,1994-11-28,1994,"1994",11,"Nov",48,332,30,2.332,0.568,0.196
"333",333,"29/11/1994",2.8,1994-11-29,1994,"1994",11,"Nov",48,333,30,2.289,0.511,0.183
"334",334,"30/11/1994",2.6,1994-11-30,1994,"1994",11,"Nov",48,334,30,2.256,0.344,0.132
"335",335,"01/12/1994",2.5,1994-12-01,1994,"1994",12,"Dec",48,335,31,2.232,0.268,0.107
"336",336,"02/12/1994",2.4,1994-12-02,1994,"1994",12,"Dec",48,336,31,2.215,0.185,0.077
"337",337,"03/12/1994",2.3,1994-12-03,1994,"1994",12,"Dec",49,337,31,2.204,0.096,0.042
"338",338,"04/12/1994",2.2,1994-12-04,1994,"1994",12,"Dec",49,338,31,2.2,0,0
"339",339,"05/12/1994",2.2,1994-12-05,1994,"1994",12,"Dec",49,339,31,2.2,0,0
"340",340,"06/12/1994",6.1,1994-12-06,1994,"1994",12,"Dec",49,340,31,2.205,3.895,0.639
"341",341,"07/12/1994",4.4,1994-12-07,1994,"1994",12,"Dec",49,341,31,2.224,2.176,0.495
"342",342,"08/12/1994",7.5,1994-12-08,1994,"1994",12,"Dec",49,342,31,2.259,5.241,0.699
"343",343,"09/12/1994",8.3,1994-12-09,1994,"1994",12,"Dec",49,343,31,2.315,5.985,0.721
"344",344,"10/12/1994",7.2,1994-12-10,1994,"1994",12,"Dec",50,344,31,2.393,4.807,0.668
"345",345,"11/12/1994",4.9,1994-12-11,1994,"1994",12,"Dec",50,345,31,2.477,2.423,0.494
"346",346,"12/12/1994",4.4,1994-12-12,1994,"1994",12,"Dec",50,346,31,2.553,1.847,0.42
"347",347,"13/12/1994",24.3,1994-12-13,1994,"1994",12,"Dec",50,347,31,2.62,21.68,0.892
"348",348,"14/12/1994",16,1994-12-14,1994,"1994",12,"Dec",50,348,31,2.675,13.325,0.833
"349",349,"15/12/1994",9.6,1994-12-15,1994,"1994",12,"Dec",50,349,31,2.712,6.888,0.718
"350",350,"16/12/1994",6.3,1994-12-16,1994,"1994",12,"Dec",50,350,31,2.728,3.572,0.567
"351",351,"17/12/1994",4.8,1994-12-17,1994,"1994",12,"Dec",51,351,31,2.571,2.229,0.464
"352",352,"18/12/1994",3.9,1994-12-18,1994,"1994",12,"Dec",51,352,31,2.426,1.474,0.378
"353",353,"19/12/1994",3.3,1994-12-19,1994,"1994",12,"Dec",51,353,31,2.331,0.969,0.294
"354",354,"20/12/1994",3,1994-12-20,1994,"1994",12,"Dec",51,354,31,2.265,0.735,0.245
"355",355,"21/12/1994",2.7,1994-12-21,1994,"1994",12,"Dec",51,355,31,2.217,0.483,0.179
"356",356,"22/12/1994",2.6,1994-12-22,1994,"1994",12,"Dec",51,356,31,2.182,0.418,0.161
"357",357,"23/12/1994",2.5,1994-12-23,1994,"1994",12,"Dec",51,357,31,2.152,0.348,0.139
"358",358,"24/12/1994",2.5,1994-12-24,1994,"1994",12,"Dec",52,358,31,2.124,0.376,0.15
"359",359,"25/12/1994",2.4,1994-12-25,1994,"1994",12,"Dec",52,359,31,2.098,0.302,0.126
"360",360,"26/12/1994",2.5,1994-12-26,1994,"1994",12,"Dec",52,360,31,2.073,0.427,0.171
"361",361,"27/12/1994",2.4,1994-12-27,1994,"1994",12,"Dec",52,361,31,2.046,0.354,0.148
"362",362,"28/12/1994",2.5,1994-12-28,1994,"1994",12,"Dec",52,362,31,2.017,0.483,0.193
"363",363,"29/12/1994",2.4,1994-12-29,1994,"1994",12,"Dec",52,363,31,1.986,0.414,0.172
"364",364,"30/12/1994",2.5,1994-12-30,1994,"1994",12,"Dec",52,364,31,1.953,0.547,0.219
"365",365,"31/12/1994",2.4,1994-12-31,1994,"1994",12,"Dec",53,365,31,1.916,0.484,0.202
"366",366,"01/01/1995",2.3,1995-01-01,1995,"1995",1,"Jan",1,1,31,1.881,0.419,0.182
"367",367,"02/01/1995",2.3,1995-01-02,1995,"1995",1,"Jan",1,2,31,1.847,0.453,0.197
"368",368,"03/01/1995",2.2,1995-01-03,1995,"1995",1,"Jan",1,3,31,1.814,0.386,0.175
"369",369,"04/01/1995",2.3,1995-01-04,1995,"1995",1,"Jan",1,4,31,1.783,0.517,0.225
"370",370,"05/01/1995",2.3,1995-01-05,1995,"1995",1,"Jan",1,5,31,1.749,0.551,0.24
"371",371,"06/01/1995",2.4,1995-01-06,1995,"1995",1,"Jan",1,6,31,1.711,0.689,0.287
"372",372,"07/01/1995",2.3,1995-01-07,1995,"1995",1,"Jan",1,7,31,1.669,0.631,0.274
"373",373,"08/01/1995",2.5,1995-01-08,1995,"1995",1,"Jan",2,8,31,1.623,0.877,0.351
"374",374,"09/01/1995",2.6,1995-01-09,1995,"1995",1,"Jan",2,9,31,1.571,1.029,0.396
"375",375,"10/01/1995",2.6,1995-01-10,1995,"1995",1,"Jan",2,10,31,1.514,1.086,0.418
"376",376,"11/01/1995",2,1995-01-11,1995,"1995",1,"Jan",2,11,31,1.463,0.537,0.268
"377",377,"12/01/1995",1.7,1995-01-12,1995,"1995",1,"Jan",2,12,31,1.431,0.269,0.158
"378",378,"13/01/1995",1.7,1995-01-13,1995,"1995",1,"Jan",2,13,31,1.41,0.29,0.171
"379",379,"14/01/1995",1.7,1995-01-14,1995,"1995",1,"Jan",2,14,31,1.386,0.314,0.185
"380",380,"15/01/1995",1.7,1995-01-15,1995,"1995",1,"Jan",3,15,31,1.361,0.339,0.199
"381",381,"16/01/1995",1.6,1995-01-16,1995,"1995",1,"Jan",3,16,31,1.337,0.263,0.164
"382",382,"17/01/1995",1.6,1995-01-17,1995,"1995",1,"Jan",3,17,31,1.316,0.284,0.177
"383",383,"18/01/1995",1.5,1995-01-18,1995,"1995",1,"Jan",3,18,31,1.297,0.203,0.135
"384",384,"19/01/1995",1.5,1995-01-19,1995,"1995",1,"Jan",3,19,31,1.281,0.219,0.146
"385",385,"20/01/1995",1.4,1995-01-20,1995,"1995",1,"Jan",3,20,31,1.267,0.133,0.095
"386",386,"21/01/1995",1.4,1995-01-21,1995,"1995",1,"Jan",3,21,31,1.256,0.144,0.103
"387",387,"22/01/1995",1.3,1995-01-22,1995,"1995",1,"Jan",4,22,31,1.248,0.052,0.04
"388",388,"23/01/1995",1.8,1995-01-23,1995,"1995",1,"Jan",4,23,31,1.243,0.557,0.309
"389",389,"24/01/1995",2.7,1995-01-24,1995,"1995",1,"Jan",4,24,31,1.235,1.465,0.543
"390",390,"25/01/1995",1.6,1995-01-25,1995,"1995",1,"Jan",4,25,31,1.22,0.38,0.238
"391",391,"26/01/1995",1.4,1995-01-26,1995,"1995",1,"Jan",4,26,31,1.203,0.197,0.141
"392",392,"27/01/1995",1.3,1995-01-27,1995,"1995",1,"Jan",4,27,31,1.191,0.109,0.084
"393",393,"28/01/1995",1.3,1995-01-28,1995,"1995",1,"Jan",4,28,31,1.183,0.117,0.09
"394",394,"29/01/1995",1.4,1995-01-29,1995,"1995",1,"Jan",5,29,31,1.173,0.227,0.162
"395",395,"30/01/1995",1.3,1995-01-30,1995,"1995",1,"Jan",5,30,31,1.162,0.138,0.106
"396",396,"31/01/1995",1.7,1995-01-31,1995,"1995",1,"Jan",5,31,31,1.151,0.549,0.323
"397",397,"01/02/1995",1.6,1995-02-01,1995,"1995",2,"Feb",5,32,28,1.136,0.464,0.29
"398",398,"02/02/1995",1.3,1995-02-02,1995,"1995",2,"Feb",5,33,28,1.121,0.179,0.138
"399",399,"03/02/1995",1.2,1995-02-03,1995,"1995",2,"Feb",5,34,28,1.111,0.089,0.074
"400",400,"04/02/1995",1.2,1995-02-04,1995,"1995",2,"Feb",5,35,28,1.104,0.096,0.08
"401",401,"05/02/1995",1.1,1995-02-05,1995,"1995",2,"Feb",6,36,28,1.1,0,0
"402",402,"06/02/1995",1.2,1995-02-06,1995,"1995",2,"Feb",6,37,28,1.1,0.1,0.083
"403",403,"07/02/1995",1.4,1995-02-07,1995,"1995",2,"Feb",6,38,28,1.101,0.299,0.214
"404",404,"08/02/1995",1.8,1995-02-08,1995,"1995",2,"Feb",6,39,28,1.104,0.696,0.387
"405",405,"09/02/1995",9.8,1995-02-09,1995,"1995",2,"Feb",6,40,28,1.121,8.679,0.886
"406",406,"10/02/1995",10,1995-02-10,1995,"1995",2,"Feb",6,41,28,1.154,8.846,0.885
"407",407,"11/02/1995",4.4,1995-02-11,1995,"1995",2,"Feb",6,42,28,1.187,3.213,0.73
"408",408,"12/02/1995",3,1995-02-12,1995,"1995",2,"Feb",7,43,28,1.212,1.788,0.596
"409",409,"13/02/1995",2.4,1995-02-13,1995,"1995",2,"Feb",7,44,28,1.229,1.171,0.488
"410",410,"14/02/1995",2.2,1995-02-14,1995,"1995",2,"Feb",7,45,28,1.239,0.961,0.437
"411",411,"15/02/1995",2,1995-02-15,1995,"1995",2,"Feb",7,46,28,1.244,0.756,0.378
"412",412,"16/02/1995",1.8,1995-02-16,1995,"1995",2,"Feb",7,47,28,1.215,0.585,0.325
"413",413,"17/02/1995",1.7,1995-02-17,1995,"1995",2,"Feb",7,48,28,1.172,0.528,0.311
"414",414,"18/02/1995",1.5,1995-02-18,1995,"1995",2,"Feb",7,49,28,1.137,0.363,0.242
"415",415,"19/02/1995",1.5,1995-02-19,1995,"1995",2,"Feb",8,50,28,1.108,0.392,0.261
"416",416,"20/02/1995",1.4,1995-02-20,1995,"1995",2,"Feb",8,51,28,1.08,0.32,0.229
"417",417,"21/02/1995",1.3,1995-02-21,1995,"1995",2,"Feb",8,52,28,1.058,0.242,0.186
"418",418,"22/02/1995",1.4,1995-02-22,1995,"1995",2,"Feb",8,53,28,1.038,0.362,0.259
"419",419,"23/02/1995",2.1,1995-02-23,1995,"1995",2,"Feb",8,54,28,1.015,1.085,0.517
"420",420,"24/02/1995",1.6,1995-02-24,1995,"1995",2,"Feb",8,55,28,0.988,0.612,0.382
"421",421,"25/02/1995",1.4,1995-02-25,1995,"1995",2,"Feb",8,56,28,0.956,0.444,0.317
"422",422,"26/02/1995",1.5,1995-02-26,1995,"1995",2,"Feb",9,57,28,0.921,0.579,0.386
"423",423,"27/02/1995",1.3,1995-02-27,1995,"1995",2,"Feb",9,58,28,0.886,0.414,0.318
"424",424,"28/02/1995",1.2,1995-02-28,1995,"1995",2,"Feb",9,59,28,0.857,0.343,0.286
"425",425,"01/03/1995",1.1,1995-03-01,1995,"1995",3,"Mar",9,60,31,0.833,0.267,0.243
"426",426,"02/03/1995",1,1995-03-02,1995,"1995",3,"Mar",9,61,31,0.815,0.185,0.185
"427",427,"03/03/1995",1,1995-03-03,1995,"1995",3,"Mar",9,62,31,0.8,0.2,0.2
"428",428,"04/03/1995",1,1995-03-04,1995,"1995",3,"Mar",9,63,31,0.784,0.216,0.216
"429",429,"05/03/1995",0.9,1995-03-05,1995,"1995",3,"Mar",10,64,31,0.771,0.129,0.143
"430",430,"06/03/1995",0.9,1995-03-06,1995,"1995",3,"Mar",10,65,31,0.76,0.14,0.156
"431",431,"07/03/1995",0.9,1995-03-07,1995,"1995",3,"Mar",10,66,31,0.749,0.151,0.168
"432",432,"08/03/1995",0.9,1995-03-08,1995,"1995",3,"Mar",10,67,31,0.737,0.163,0.181
"433",433,"09/03/1995",0.8,1995-03-09,1995,"1995",3,"Mar",10,68,31,0.728,0.072,0.09
"434",434,"10/03/1995",1,1995-03-10,1995,"1995",3,"Mar",10,69,31,0.721,0.279,0.279
"435",435,"11/03/1995",0.9,1995-03-11,1995,"1995",3,"Mar",10,70,31,0.714,0.186,0.207
"436",436,"12/03/1995",0.9,1995-03-12,1995,"1995",3,"Mar",11,71,31,0.705,0.195,0.217
"437",437,"13/03/1995",0.8,1995-03-13,1995,"1995",3,"Mar",11,72,31,0.697,0.103,0.129
"438",438,"14/03/1995",0.8,1995-03-14,1995,"1995",3,"Mar",11,73,31,0.688,0.112,0.14
"439",439,"15/03/1995",0.8,1995-03-15,1995,"1995",3,"Mar",11,74,31,0.679,0.121,0.151
"440",440,"16/03/1995",0.8,1995-03-16,1995,"1995",3,"Mar",11,75,31,0.669,0.131,0.164
"441",441,"17/03/1995",0.8,1995-03-17,1995,"1995",3,"Mar",11,76,31,0.659,0.141,0.176
"442",442,"18/03/1995",0.8,1995-03-18,1995,"1995",3,"Mar",11,77,31,0.647,0.153,0.191
"443",443,"19/03/1995",0.9,1995-03-19,1995,"1995",3,"Mar",12,78,31,0.635,0.265,0.294
"444",444,"20/03/1995",0.8,1995-03-20,1995,"1995",3,"Mar",12,79,31,0.621,0.179,0.224
"445",445,"21/03/1995",0.7,1995-03-21,1995,"1995",3,"Mar",12,80,31,0.611,0.089,0.127
"446",446,"22/03/1995",0.7,1995-03-22,1995,"1995",3,"Mar",12,81,31,0.604,0.096,0.137
"447",447,"23/03/1995",0.6,1995-03-23,1995,"1995",3,"Mar",12,82,31,0.6,0,0
"448",448,"24/03/1995",0.7,1995-03-24,1995,"1995",3,"Mar",12,83,31,0.6,0.1,0.143
"449",449,"25/03/1995",0.6,1995-03-25,1995,"1995",3,"Mar",12,84,31,0.6,0,0
"450",450,"26/03/1995",0.6,1995-03-26,1995,"1995",3,"Mar",13,85,31,0.6,0,0
"451",451,"27/03/1995",0.6,1995-03-27,1995,"1995",3,"Mar",13,86,31,0.6,0,0
"452",452,"28/03/1995",0.9,1995-03-28,1995,"1995",3,"Mar",13,87,31,0.6,0.3,0.333
"453",453,"29/03/1995",1.2,1995-03-29,1995,"1995",3,"Mar",13,88,31,0.602,0.598,0.498
"454",454,"30/03/1995",1.2,1995-03-30,1995,"1995",3,"Mar",13,89,31,0.607,0.593,0.494
"455",455,"31/03/1995",1.2,1995-03-31,1995,"1995",3,"Mar",13,90,31,0.615,0.585,0.488
"456",456,"01/04/1995",1.4,1995-04-01,1995,"1995",4,"Apr",13,91,30,0.624,0.776,0.554
"457",457,"02/04/1995",1.3,1995-04-02,1995,"1995",4,"Apr",14,92,30,0.637,0.663,0.51
"458",458,"03/04/1995",1.4,1995-04-03,1995,"1995",4,"Apr",14,93,30,0.651,0.749,0.535
"459",459,"04/04/1995",1.6,1995-04-04,1995,"1995",4,"Apr",14,94,30,0.668,0.932,0.582
"460",460,"05/04/1995",3.1,1995-04-05,1995,"1995",4,"Apr",14,95,30,0.69,2.41,0.777
"461",461,"06/04/1995",1.9,1995-04-06,1995,"1995",4,"Apr",14,96,30,0.715,1.185,0.624
"462",462,"07/04/1995",1.3,1995-04-07,1995,"1995",4,"Apr",14,97,30,0.741,0.559,0.43
"463",463,"08/04/1995",1.2,1995-04-08,1995,"1995",4,"Apr",14,98,30,0.764,0.436,0.363
"464",464,"09/04/1995",1.2,1995-04-09,1995,"1995",4,"Apr",15,99,30,0.784,0.416,0.347
"465",465,"10/04/1995",1.1,1995-04-10,1995,"1995",4,"Apr",15,100,30,0.803,0.297,0.27
"466",466,"11/04/1995",1.1,1995-04-11,1995,"1995",4,"Apr",15,101,30,0.819,0.281,0.255
"467",467,"12/04/1995",1.1,1995-04-12,1995,"1995",4,"Apr",15,102,30,0.834,0.266,0.242
"468",468,"13/04/1995",1.1,1995-04-13,1995,"1995",4,"Apr",15,103,30,0.847,0.253,0.23
"469",469,"14/04/1995",1,1995-04-14,1995,"1995",4,"Apr",15,104,30,0.858,0.142,0.142
"470",470,"15/04/1995",1,1995-04-15,1995,"1995",4,"Apr",15,105,30,0.869,0.131,0.131
"471",471,"16/04/1995",1.1,1995-04-16,1995,"1995",4,"Apr",16,106,30,0.879,0.221,0.201
"472",472,"17/04/1995",1,1995-04-17,1995,"1995",4,"Apr",16,107,30,0.888,0.112,0.112
"473",473,"18/04/1995",2,1995-04-18,1995,"1995",4,"Apr",16,108,30,0.898,1.102,0.551
"474",474,"19/04/1995",1.5,1995-04-19,1995,"1995",4,"Apr",16,109,30,0.91,0.59,0.393
"475",475,"20/04/1995",1.2,1995-04-20,1995,"1995",4,"Apr",16,110,30,0.924,0.276,0.23
"476",476,"21/04/1995",2.1,1995-04-21,1995,"1995",4,"Apr",16,111,30,0.939,1.161,0.553
"477",477,"22/04/1995",1.4,1995-04-22,1995,"1995",4,"Apr",16,112,30,0.953,0.447,0.319
"478",478,"23/04/1995",1.2,1995-04-23,1995,"1995",4,"Apr",17,113,30,0.966,0.234,0.195
"479",479,"24/04/1995",1.2,1995-04-24,1995,"1995",4,"Apr",17,114,30,0.977,0.223,0.186
"480",480,"25/04/1995",1.2,1995-04-25,1995,"1995",4,"Apr",17,115,30,0.987,0.213,0.178
"481",481,"26/04/1995",1.1,1995-04-26,1995,"1995",4,"Apr",17,116,30,0.995,0.105,0.095
"482",482,"27/04/1995",1.7,1995-04-27,1995,"1995",4,"Apr",17,117,30,1.004,0.696,0.409
"483",483,"28/04/1995",1.9,1995-04-28,1995,"1995",4,"Apr",17,118,30,1.015,0.885,0.466
"484",484,"29/04/1995",2.6,1995-04-29,1995,"1995",4,"Apr",17,119,30,1.03,1.57,0.604
"485",485,"30/04/1995",1.6,1995-04-30,1995,"1995",4,"Apr",18,120,30,1.049,0.551,0.344
"486",486,"01/05/1995",1.4,1995-05-01,1995,"1995",5,"May",18,121,31,1.069,0.331,0.236
"487",487,"02/05/1995",1.6,1995-05-02,1995,"1995",5,"May",18,122,31,1.09,0.51,0.319
"488",488,"03/05/1995",2.1,1995-05-03,1995,"1995",5,"May",18,123,31,1.11,0.99,0.471
"489",489,"04/05/1995",2.2,1995-05-04,1995,"1995",5,"May",18,124,31,1.129,1.071,0.487
"490",490,"05/05/1995",1.8,1995-05-05,1995,"1995",5,"May",18,125,31,1.146,0.654,0.363
"491",491,"06/05/1995",1.9,1995-05-06,1995,"1995",5,"May",18,126,31,1.161,0.739,0.389
"492",492,"07/05/1995",1.7,1995-05-07,1995,"1995",5,"May",19,127,31,1.174,0.526,0.309
"493",493,"08/05/1995",1.5,1995-05-08,1995,"1995",5,"May",19,128,31,1.186,0.314,0.209
"494",494,"09/05/1995",1.4,1995-05-09,1995,"1995",5,"May",19,129,31,1.195,0.205,0.146
"495",495,"10/05/1995",1.3,1995-05-10,1995,"1995",5,"May",19,130,31,1.203,0.097,0.075
"496",496,"11/05/1995",1.4,1995-05-11,1995,"1995",5,"May",19,131,31,1.21,0.19,0.136
"497",497,"12/05/1995",1.4,1995-05-12,1995,"1995",5,"May",19,132,31,1.217,0.183,0.131
"498",498,"13/05/1995",1.5,1995-05-13,1995,"1995",5,"May",19,133,31,1.224,0.276,0.184
"499",499,"14/05/1995",1.4,1995-05-14,1995,"1995",5,"May",20,134,31,1.23,0.17,0.121
"500",500,"15/05/1995",1.4,1995-05-15,1995,"1995",5,"May",20,135,31,1.235,0.165,0.118
