"","OBS","DATE","FLOW","DATE2","YEAR","YEAR_CH","MONTH","MONTH_CH","WEEK","DAY","DAY_MONTH"
"320",320,"16/11/1994",3.4,1994-11-16,1994,"1994",11,"Nov",46,320,30
"321",321,"17/11/1994",3.3,1994-11-17,1994,"1994",11,"Nov",46,321,30
"322",322,"18/11/1994",3.2,1994-11-18,1994,"1994",11,"Nov",46,322,30
"323",323,"19/11/1994",4.9,1994-11-19,1994,"1994",11,"Nov",47,323,30
"324",324,"20/11/1994",3.7,1994-11-20,1994,"1994",11,"Nov",47,324,30
"325",325,"21/11/1994",3.2,1994-11-21,1994,"1994",11,"Nov",47,325,30
"326",326,"22/11/1994",3,1994-11-22,1994,"1994",11,"Nov",47,326,30
"327",327,"23/11/1994",2.9,1994-11-23,1994,"1994",11,"Nov",47,327,30
"328",328,"24/11/1994",3.5,1994-11-24,1994,"1994",11,"Nov",47,328,30
"329",329,"25/11/1994",3.9,1994-11-25,1994,"1994",11,"Nov",47,329,30
"330",330,"26/11/1994",3.4,1994-11-26,1994,"1994",11,"Nov",48,330,30
"331",331,"27/11/1994",3,1994-11-27,1994,"1994",11,"Nov",48,331,30
"332",332,"28/11/1994",2.9,1994-11-28,1994,"1994",11,"Nov",48,332,30
"333",333,"29/11/1994",2.8,1994-11-29,1994,"1994",11,"Nov",48,333,30
"334",334,"30/11/1994",2.6,1994-11-30,1994,"1994",11,"Nov",48,334,30
"335",335,"01/12/1994",2.5,1994-12-01,1994,"1994",12,"Dec",48,335,31
"336",336,"02/12/1994",2.4,1994-12-02,1994,"1994",12,"Dec",48,336,31
"337",337,"03/12/1994",2.3,1994-12-03,1994,"1994",12,"Dec",49,337,31
"338",338,"04/12/1994",2.2,1994-12-04,1994,"1994",12,"Dec",49,338,31
"339",339,"05/12/1994",2.2,1994-12-05,1994,"1994",12,"Dec",49,339,31
"340",340,"06/12/1994",6.1,1994-12-06,1994,"1994",12,"Dec",49,340,31
"341",341,"07/12/1994",4.4,1994-12-07,1994,"1994",12,"Dec",49,341,31
"342",342,"08/12/1994",7.5,1994-12-08,1994,"1994",12,"Dec",49,342,31
"343",343,"09/12/1994",8.3,1994-12-09,1994,"1994",12,"Dec",49,343,31
"344",344,"10/12/1994",7.2,1994-12-10,1994,"1994",12,"Dec",50,344,31
"345",345,"11/12/1994",4.9,1994-12-11,1994,"1994",12,"Dec",50,345,31
"346",346,"12/12/1994",4.4,1994-12-12,1994,"1994",12,"Dec",50,346,31
"347",347,"13/12/1994",24.3,1994-12-13,1994,"1994",12,"Dec",50,347,31
"348",348,"14/12/1994",16,1994-12-14,1994,"1994",12,"Dec",50,348,31
"349",349,"15/12/1994",9.6,1994-12-15,1994,"1994",12,"Dec",50,349,31
"350",350,"16/12/1994",6.3,1994-12-16,1994,"1994",12,"Dec",50,350,31
"351",351,"17/12/1994",4.8,1994-12-17,1994,"1994",12,"Dec",51,351,31
"352",352,"18/12/1994",3.9,1994-12-18,1994,"1994",12,"Dec",51,352,31
"353",353,"19/12/1994",3.3,1994-12-19,1994,"1994",12,"Dec",51,353,31
"354",354,"20/12/1994",3,1994-12-20,1994,"1994",12,"Dec",51,354,31
"355",355,"21/12/1994",2.7,1994-12-21,1994,"1994",12,"Dec",51,355,31
"356",356,"22/12/1994",2.6,1994-12-22,1994,"1994",12,"Dec",51,356,31
"357",357,"23/12/1994",2.5,1994-12-23,1994,"1994",12,"Dec",51,357,31
"358",358,"24/12/1994",2.5,1994-12-24,1994,"1994",12,"Dec",52,358,31
"359",359,"25/12/1994",2.4,1994-12-25,1994,"1994",12,"Dec",52,359,31
"360",360,"26/12/1994",2.5,1994-12-26,1994,"1994",12,"Dec",52,360,31
"361",361,"27/12/1994",2.4,1994-12-27,1994,"1994",12,"Dec",52,361,31
"362",362,"28/12/1994",2.5,1994-12-28,1994,"1994",12,"Dec",52,362,31
"363",363,"29/12/1994",2.4,1994-12-29,1994,"1994",12,"Dec",52,363,31
"364",364,"30/12/1994",2.5,1994-12-30,1994,"1994",12,"Dec",52,364,31
"365",365,"31/12/1994",2.4,1994-12-31,1994,"1994",12,"Dec",53,365,31
"366",366,"01/01/1995",2.3,1995-01-01,1995,"1995",1,"Jan",1,1,31
"367",367,"02/01/1995",2.3,1995-01-02,1995,"1995",1,"Jan",1,2,31
"368",368,"03/01/1995",2.2,1995-01-03,1995,"1995",1,"Jan",1,3,31
"369",369,"04/01/1995",2.3,1995-01-04,1995,"1995",1,"Jan",1,4,31
"370",370,"05/01/1995",2.3,1995-01-05,1995,"1995",1,"Jan",1,5,31
"371",371,"06/01/1995",2.4,1995-01-06,1995,"1995",1,"Jan",1,6,31
"372",372,"07/01/1995",2.3,1995-01-07,1995,"1995",1,"Jan",1,7,31
"373",373,"08/01/1995",2.5,1995-01-08,1995,"1995",1,"Jan",2,8,31
"374",374,"09/01/1995",2.6,1995-01-09,1995,"1995",1,"Jan",2,9,31
"375",375,"10/01/1995",2.6,1995-01-10,1995,"1995",1,"Jan",2,10,31
"376",376,"11/01/1995",2,1995-01-11,1995,"1995",1,"Jan",2,11,31
"377",377,"12/01/1995",1.7,1995-01-12,1995,"1995",1,"Jan",2,12,31
"378",378,"13/01/1995",1.7,1995-01-13,1995,"1995",1,"Jan",2,13,31
"379",379,"14/01/1995",1.7,1995-01-14,1995,"1995",1,"Jan",2,14,31
"380",380,"15/01/1995",1.7,1995-01-15,1995,"1995",1,"Jan",3,15,31
"381",381,"16/01/1995",1.6,1995-01-16,1995,"1995",1,"Jan",3,16,31
"382",382,"17/01/1995",1.6,1995-01-17,1995,"1995",1,"Jan",3,17,31
"383",383,"18/01/1995",1.5,1995-01-18,1995,"1995",1,"Jan",3,18,31
"384",384,"19/01/1995",1.5,1995-01-19,1995,"1995",1,"Jan",3,19,31
"385",385,"20/01/1995",1.4,1995-01-20,1995,"1995",1,"Jan",3,20,31
"386",386,"21/01/1995",1.4,1995-01-21,1995,"1995",1,"Jan",3,21,31
"387",387,"22/01/1995",1.3,1995-01-22,1995,"1995",1,"Jan",4,22,31
"388",388,"23/01/1995",1.8,1995-01-23,1995,"1995",1,"Jan",4,23,31
"389",389,"24/01/1995",2.7,1995-01-24,1995,"1995",1,"Jan",4,24,31
"390",390,"25/01/1995",1.6,1995-01-25,1995,"1995",1,"Jan",4,25,31
"391",391,"26/01/1995",1.4,1995-01-26,1995,"1995",1,"Jan",4,26,31
"392",392,"27/01/1995",1.3,1995-01-27,1995,"1995",1,"Jan",4,27,31
"393",393,"28/01/1995",1.3,1995-01-28,1995,"1995",1,"Jan",4,28,31
"394",394,"29/01/1995",1.4,1995-01-29,1995,"1995",1,"Jan",5,29,31
"395",395,"30/01/1995",1.3,1995-01-30,1995,"1995",1,"Jan",5,30,31
"396",396,"31/01/1995",1.7,1995-01-31,1995,"1995",1,"Jan",5,31,31
"397",397,"01/02/1995",1.6,1995-02-01,1995,"1995",2,"Feb",5,32,28
"398",398,"02/02/1995",1.3,1995-02-02,1995,"1995",2,"Feb",5,33,28
"399",399,"03/02/1995",1.2,1995-02-03,1995,"1995",2,"Feb",5,34,28
"400",400,"04/02/1995",1.2,1995-02-04,1995,"1995",2,"Feb",5,35,28
"401",401,"05/02/1995",1.1,1995-02-05,1995,"1995",2,"Feb",6,36,28
"402",402,"06/02/1995",1.2,1995-02-06,1995,"1995",2,"Feb",6,37,28
"403",403,"07/02/1995",1.4,1995-02-07,1995,"1995",2,"Feb",6,38,28
"404",404,"08/02/1995",1.8,1995-02-08,1995,"1995",2,"Feb",6,39,28
"405",405,"09/02/1995",9.8,1995-02-09,1995,"1995",2,"Feb",6,40,28
"406",406,"10/02/1995",10,1995-02-10,1995,"1995",2,"Feb",6,41,28
"407",407,"11/02/1995",4.4,1995-02-11,1995,"1995",2,"Feb",6,42,28
"408",408,"12/02/1995",3,1995-02-12,1995,"1995",2,"Feb",7,43,28
"409",409,"13/02/1995",2.4,1995-02-13,1995,"1995",2,"Feb",7,44,28
"410",410,"14/02/1995",2.2,1995-02-14,1995,"1995",2,"Feb",7,45,28
"411",411,"15/02/1995",2,1995-02-15,1995,"1995",2,"Feb",7,46,28
"412",412,"16/02/1995",1.8,1995-02-16,1995,"1995",2,"Feb",7,47,28
"413",413,"17/02/1995",1.7,1995-02-17,1995,"1995",2,"Feb",7,48,28
"414",414,"18/02/1995",1.5,1995-02-18,1995,"1995",2,"Feb",7,49,28
"415",415,"19/02/1995",1.5,1995-02-19,1995,"1995",2,"Feb",8,50,28
"416",416,"20/02/1995",1.4,1995-02-20,1995,"1995",2,"Feb",8,51,28
"417",417,"21/02/1995",1.3,1995-02-21,1995,"1995",2,"Feb",8,52,28
"418",418,"22/02/1995",1.4,1995-02-22,1995,"1995",2,"Feb",8,53,28
"419",419,"23/02/1995",2.1,1995-02-23,1995,"1995",2,"Feb",8,54,28
"420",420,"24/02/1995",1.6,1995-02-24,1995,"1995",2,"Feb",8,55,28
"421",421,"25/02/1995",1.4,1995-02-25,1995,"1995",2,"Feb",8,56,28
"422",422,"26/02/1995",1.5,1995-02-26,1995,"1995",2,"Feb",9,57,28
"423",423,"27/02/1995",1.3,1995-02-27,1995,"1995",2,"Feb",9,58,28
"424",424,"28/02/1995",1.2,1995-02-28,1995,"1995",2,"Feb",9,59,28
"425",425,"01/03/1995",1.1,1995-03-01,1995,"1995",3,"Mar",9,60,31
"426",426,"02/03/1995",1,1995-03-02,1995,"1995",3,"Mar",9,61,31
"427",427,"03/03/1995",1,1995-03-03,1995,"1995",3,"Mar",9,62,31
"428",428,"04/03/1995",1,1995-03-04,1995,"1995",3,"Mar",9,63,31
"429",429,"05/03/1995",0.9,1995-03-05,1995,"1995",3,"Mar",10,64,31
"430",430,"06/03/1995",0.9,1995-03-06,1995,"1995",3,"Mar",10,65,31
"431",431,"07/03/1995",0.9,1995-03-07,1995,"1995",3,"Mar",10,66,31
"432",432,"08/03/1995",0.9,1995-03-08,1995,"1995",3,"Mar",10,67,31
"433",433,"09/03/1995",0.8,1995-03-09,1995,"1995",3,"Mar",10,68,31
"434",434,"10/03/1995",1,1995-03-10,1995,"1995",3,"Mar",10,69,31
"435",435,"11/03/1995",0.9,1995-03-11,1995,"1995",3,"Mar",10,70,31
"436",436,"12/03/1995",0.9,1995-03-12,1995,"1995",3,"Mar",11,71,31
"437",437,"13/03/1995",0.8,1995-03-13,1995,"1995",3,"Mar",11,72,31
"438",438,"14/03/1995",0.8,1995-03-14,1995,"1995",3,"Mar",11,73,31
"439",439,"15/03/1995",0.8,1995-03-15,1995,"1995",3,"Mar",11,74,31
"440",440,"16/03/1995",0.8,1995-03-16,1995,"1995",3,"Mar",11,75,31
"441",441,"17/03/1995",0.8,1995-03-17,1995,"1995",3,"Mar",11,76,31
"442",442,"18/03/1995",0.8,1995-03-18,1995,"1995",3,"Mar",11,77,31
"443",443,"19/03/1995",0.9,1995-03-19,1995,"1995",3,"Mar",12,78,31
"444",444,"20/03/1995",0.8,1995-03-20,1995,"1995",3,"Mar",12,79,31
"445",445,"21/03/1995",0.7,1995-03-21,1995,"1995",3,"Mar",12,80,31
"446",446,"22/03/1995",0.7,1995-03-22,1995,"1995",3,"Mar",12,81,31
"447",447,"23/03/1995",0.6,1995-03-23,1995,"1995",3,"Mar",12,82,31
"448",448,"24/03/1995",0.7,1995-03-24,1995,"1995",3,"Mar",12,83,31
"449",449,"25/03/1995",0.6,1995-03-25,1995,"1995",3,"Mar",12,84,31
"450",450,"26/03/1995",0.6,1995-03-26,1995,"1995",3,"Mar",13,85,31
"451",451,"27/03/1995",0.6,1995-03-27,1995,"1995",3,"Mar",13,86,31
"452",452,"28/03/1995",0.9,1995-03-28,1995,"1995",3,"Mar",13,87,31
"453",453,"29/03/1995",1.2,1995-03-29,1995,"1995",3,"Mar",13,88,31
"454",454,"30/03/1995",1.2,1995-03-30,1995,"1995",3,"Mar",13,89,31
"455",455,"31/03/1995",1.2,1995-03-31,1995,"1995",3,"Mar",13,90,31
"456",456,"01/04/1995",1.4,1995-04-01,1995,"1995",4,"Apr",13,91,30
"457",457,"02/04/1995",1.3,1995-04-02,1995,"1995",4,"Apr",14,92,30
"458",458,"03/04/1995",1.4,1995-04-03,1995,"1995",4,"Apr",14,93,30
"459",459,"04/04/1995",1.6,1995-04-04,1995,"1995",4,"Apr",14,94,30
"460",460,"05/04/1995",3.1,1995-04-05,1995,"1995",4,"Apr",14,95,30
"461",461,"06/04/1995",1.9,1995-04-06,1995,"1995",4,"Apr",14,96,30
"462",462,"07/04/1995",1.3,1995-04-07,1995,"1995",4,"Apr",14,97,30
"463",463,"08/04/1995",1.2,1995-04-08,1995,"1995",4,"Apr",14,98,30
"464",464,"09/04/1995",1.2,1995-04-09,1995,"1995",4,"Apr",15,99,30
"465",465,"10/04/1995",1.1,1995-04-10,1995,"1995",4,"Apr",15,100,30
"466",466,"11/04/1995",1.1,1995-04-11,1995,"1995",4,"Apr",15,101,30
"467",467,"12/04/1995",1.1,1995-04-12,1995,"1995",4,"Apr",15,102,30
"468",468,"13/04/1995",1.1,1995-04-13,1995,"1995",4,"Apr",15,103,30
"469",469,"14/04/1995",1,1995-04-14,1995,"1995",4,"Apr",15,104,30
"470",470,"15/04/1995",1,1995-04-15,1995,"1995",4,"Apr",15,105,30
"471",471,"16/04/1995",1.1,1995-04-16,1995,"1995",4,"Apr",16,106,30
"472",472,"17/04/1995",1,1995-04-17,1995,"1995",4,"Apr",16,107,30
"473",473,"18/04/1995",2,1995-04-18,1995,"1995",4,"Apr",16,108,30
"474",474,"19/04/1995",1.5,1995-04-19,1995,"1995",4,"Apr",16,109,30
"475",475,"20/04/1995",1.2,1995-04-20,1995,"1995",4,"Apr",16,110,30
"476",476,"21/04/1995",2.1,1995-04-21,1995,"1995",4,"Apr",16,111,30
"477",477,"22/04/1995",1.4,1995-04-22,1995,"1995",4,"Apr",16,112,30
"478",478,"23/04/1995",1.2,1995-04-23,1995,"1995",4,"Apr",17,113,30
"479",479,"24/04/1995",1.2,1995-04-24,1995,"1995",4,"Apr",17,114,30
"480",480,"25/04/1995",1.2,1995-04-25,1995,"1995",4,"Apr",17,115,30
"481",481,"26/04/1995",1.1,1995-04-26,1995,"1995",4,"Apr",17,116,30
"482",482,"27/04/1995",1.7,1995-04-27,1995,"1995",4,"Apr",17,117,30
"483",483,"28/04/1995",1.9,1995-04-28,1995,"1995",4,"Apr",17,118,30
"484",484,"29/04/1995",2.6,1995-04-29,1995,"1995",4,"Apr",17,119,30
"485",485,"30/04/1995",1.6,1995-04-30,1995,"1995",4,"Apr",18,120,30
"486",486,"01/05/1995",1.4,1995-05-01,1995,"1995",5,"May",18,121,31
"487",487,"02/05/1995",1.6,1995-05-02,1995,"1995",5,"May",18,122,31
"488",488,"03/05/1995",2.1,1995-05-03,1995,"1995",5,"May",18,123,31
"489",489,"04/05/1995",2.2,1995-05-04,1995,"1995",5,"May",18,124,31
"490",490,"05/05/1995",1.8,1995-05-05,1995,"1995",5,"May",18,125,31
"491",491,"06/05/1995",1.9,1995-05-06,1995,"1995",5,"May",18,126,31
"492",492,"07/05/1995",1.7,1995-05-07,1995,"1995",5,"May",19,127,31
"493",493,"08/05/1995",1.5,1995-05-08,1995,"1995",5,"May",19,128,31
"494",494,"09/05/1995",1.4,1995-05-09,1995,"1995",5,"May",19,129,31
"495",495,"10/05/1995",1.3,1995-05-10,1995,"1995",5,"May",19,130,31
"496",496,"11/05/1995",1.4,1995-05-11,1995,"1995",5,"May",19,131,31
"497",497,"12/05/1995",1.4,1995-05-12,1995,"1995",5,"May",19,132,31
"498",498,"13/05/1995",1.5,1995-05-13,1995,"1995",5,"May",19,133,31
"499",499,"14/05/1995",1.4,1995-05-14,1995,"1995",5,"May",20,134,31
"500",500,"15/05/1995",1.4,1995-05-15,1995,"1995",5,"May",20,135,31
"501",501,"16/05/1995",1.7,1995-05-16,1995,"1995",5,"May",20,136,31
"502",502,"17/05/1995",1.8,1995-05-17,1995,"1995",5,"May",20,137,31
"503",503,"18/05/1995",1.4,1995-05-18,1995,"1995",5,"May",20,138,31
"504",504,"19/05/1995",1.4,1995-05-19,1995,"1995",5,"May",20,139,31
"505",505,"20/05/1995",1.4,1995-05-20,1995,"1995",5,"May",20,140,31
"506",506,"21/05/1995",1.4,1995-05-21,1995,"1995",5,"May",21,141,31
"507",507,"22/05/1995",1.5,1995-05-22,1995,"1995",5,"May",21,142,31
"508",508,"23/05/1995",1.5,1995-05-23,1995,"1995",5,"May",21,143,31
"509",509,"24/05/1995",1.4,1995-05-24,1995,"1995",5,"May",21,144,31
"510",510,"25/05/1995",1.3,1995-05-25,1995,"1995",5,"May",21,145,31
"511",511,"26/05/1995",1.2,1995-05-26,1995,"1995",5,"May",21,146,31
"512",512,"27/05/1995",1.7,1995-05-27,1995,"1995",5,"May",21,147,31
"513",513,"28/05/1995",1.7,1995-05-28,1995,"1995",5,"May",22,148,31
"514",514,"29/05/1995",1.6,1995-05-29,1995,"1995",5,"May",22,149,31
"515",515,"30/05/1995",1.4,1995-05-30,1995,"1995",5,"May",22,150,31
"516",516,"31/05/1995",1.3,1995-05-31,1995,"1995",5,"May",22,151,31
"517",517,"01/06/1995",1.8,1995-06-01,1995,"1995",6,"Jun",22,152,30
"518",518,"02/06/1995",1.5,1995-06-02,1995,"1995",6,"Jun",22,153,30
"519",519,"03/06/1995",1.6,1995-06-03,1995,"1995",6,"Jun",22,154,30
"520",520,"04/06/1995",1.5,1995-06-04,1995,"1995",6,"Jun",23,155,30
"521",521,"05/06/1995",1.4,1995-06-05,1995,"1995",6,"Jun",23,156,30
"522",522,"06/06/1995",1.5,1995-06-06,1995,"1995",6,"Jun",23,157,30
"523",523,"07/06/1995",1.4,1995-06-07,1995,"1995",6,"Jun",23,158,30
"524",524,"08/06/1995",1.8,1995-06-08,1995,"1995",6,"Jun",23,159,30
"525",525,"09/06/1995",2.3,1995-06-09,1995,"1995",6,"Jun",23,160,30
"526",526,"10/06/1995",1.8,1995-06-10,1995,"1995",6,"Jun",23,161,30
"527",527,"11/06/1995",1.6,1995-06-11,1995,"1995",6,"Jun",24,162,30
"528",528,"12/06/1995",1.8,1995-06-12,1995,"1995",6,"Jun",24,163,30
"529",529,"13/06/1995",4.6,1995-06-13,1995,"1995",6,"Jun",24,164,30
"530",530,"14/06/1995",3.9,1995-06-14,1995,"1995",6,"Jun",24,165,30
"531",531,"15/06/1995",5,1995-06-15,1995,"1995",6,"Jun",24,166,30
"532",532,"16/06/1995",4.1,1995-06-16,1995,"1995",6,"Jun",24,167,30
"533",533,"17/06/1995",2.8,1995-06-17,1995,"1995",6,"Jun",24,168,30
"534",534,"18/06/1995",3.4,1995-06-18,1995,"1995",6,"Jun",25,169,30
"535",535,"19/06/1995",3,1995-06-19,1995,"1995",6,"Jun",25,170,30
"536",536,"20/06/1995",2.9,1995-06-20,1995,"1995",6,"Jun",25,171,30
"537",537,"21/06/1995",4.3,1995-06-21,1995,"1995",6,"Jun",25,172,30
"538",538,"22/06/1995",3.5,1995-06-22,1995,"1995",6,"Jun",25,173,30
"539",539,"23/06/1995",2.8,1995-06-23,1995,"1995",6,"Jun",25,174,30
"540",540,"24/06/1995",4.1,1995-06-24,1995,"1995",6,"Jun",25,175,30
"541",541,"25/06/1995",3.6,1995-06-25,1995,"1995",6,"Jun",26,176,30
"542",542,"26/06/1995",2.8,1995-06-26,1995,"1995",6,"Jun",26,177,30
"543",543,"27/06/1995",2.6,1995-06-27,1995,"1995",6,"Jun",26,178,30
"544",544,"28/06/1995",2.4,1995-06-28,1995,"1995",6,"Jun",26,179,30
"545",545,"29/06/1995",3.7,1995-06-29,1995,"1995",6,"Jun",26,180,30
"546",546,"30/06/1995",3,1995-06-30,1995,"1995",6,"Jun",26,181,30
"547",547,"01/07/1995",2.4,1995-07-01,1995,"1995",7,"Jul",26,182,31
"548",548,"02/07/1995",2.9,1995-07-02,1995,"1995",7,"Jul",27,183,31
"549",549,"03/07/1995",2.6,1995-07-03,1995,"1995",7,"Jul",27,184,31
"550",550,"04/07/1995",2.3,1995-07-04,1995,"1995",7,"Jul",27,185,31
"551",551,"05/07/1995",3.2,1995-07-05,1995,"1995",7,"Jul",27,186,31
"552",552,"06/07/1995",4.1,1995-07-06,1995,"1995",7,"Jul",27,187,31
"553",553,"07/07/1995",3.2,1995-07-07,1995,"1995",7,"Jul",27,188,31
"554",554,"08/07/1995",2.7,1995-07-08,1995,"1995",7,"Jul",27,189,31
"555",555,"09/07/1995",2.5,1995-07-09,1995,"1995",7,"Jul",28,190,31
"556",556,"10/07/1995",2.4,1995-07-10,1995,"1995",7,"Jul",28,191,31
"557",557,"11/07/1995",3,1995-07-11,1995,"1995",7,"Jul",28,192,31
"558",558,"12/07/1995",3.1,1995-07-12,1995,"1995",7,"Jul",28,193,31
"559",559,"13/07/1995",2.6,1995-07-13,1995,"1995",7,"Jul",28,194,31
"560",560,"14/07/1995",2.4,1995-07-14,1995,"1995",7,"Jul",28,195,31
"561",561,"15/07/1995",2.4,1995-07-15,1995,"1995",7,"Jul",28,196,31
"562",562,"16/07/1995",2.2,1995-07-16,1995,"1995",7,"Jul",29,197,31
"563",563,"17/07/1995",2.3,1995-07-17,1995,"1995",7,"Jul",29,198,31
"564",564,"18/07/1995",2.1,1995-07-18,1995,"1995",7,"Jul",29,199,31
"565",565,"19/07/1995",2.1,1995-07-19,1995,"1995",7,"Jul",29,200,31
"566",566,"20/07/1995",2.1,1995-07-20,1995,"1995",7,"Jul",29,201,31
"567",567,"21/07/1995",2.1,1995-07-21,1995,"1995",7,"Jul",29,202,31
"568",568,"22/07/1995",2,1995-07-22,1995,"1995",7,"Jul",29,203,31
"569",569,"23/07/1995",3.3,1995-07-23,1995,"1995",7,"Jul",30,204,31
"570",570,"24/07/1995",3,1995-07-24,1995,"1995",7,"Jul",30,205,31
"571",571,"25/07/1995",2.6,1995-07-25,1995,"1995",7,"Jul",30,206,31
"572",572,"26/07/1995",2.7,1995-07-26,1995,"1995",7,"Jul",30,207,31
"573",573,"27/07/1995",5.5,1995-07-27,1995,"1995",7,"Jul",30,208,31
"574",574,"28/07/1995",4.4,1995-07-28,1995,"1995",7,"Jul",30,209,31
"575",575,"29/07/1995",3.4,1995-07-29,1995,"1995",7,"Jul",30,210,31
"576",576,"30/07/1995",3.3,1995-07-30,1995,"1995",7,"Jul",31,211,31
"577",577,"31/07/1995",2.8,1995-07-31,1995,"1995",7,"Jul",31,212,31
"578",578,"01/08/1995",29.9,1995-08-01,1995,"1995",8,"Aug",31,213,31
"579",579,"02/08/1995",21.8,1995-08-02,1995,"1995",8,"Aug",31,214,31
"580",580,"03/08/1995",16,1995-08-03,1995,"1995",8,"Aug",31,215,31
"581",581,"04/08/1995",12,1995-08-04,1995,"1995",8,"Aug",31,216,31
"582",582,"05/08/1995",8,1995-08-05,1995,"1995",8,"Aug",31,217,31
"583",583,"06/08/1995",5.5,1995-08-06,1995,"1995",8,"Aug",32,218,31
"584",584,"07/08/1995",4.5,1995-08-07,1995,"1995",8,"Aug",32,219,31
"585",585,"08/08/1995",4,1995-08-08,1995,"1995",8,"Aug",32,220,31
"586",586,"09/08/1995",4.6,1995-08-09,1995,"1995",8,"Aug",32,221,31
"587",587,"10/08/1995",4.8,1995-08-10,1995,"1995",8,"Aug",32,222,31
"588",588,"11/08/1995",5,1995-08-11,1995,"1995",8,"Aug",32,223,31
"589",589,"12/08/1995",4.8,1995-08-12,1995,"1995",8,"Aug",32,224,31
"590",590,"13/08/1995",5.4,1995-08-13,1995,"1995",8,"Aug",33,225,31
"591",591,"14/08/1995",9,1995-08-14,1995,"1995",8,"Aug",33,226,31
"592",592,"15/08/1995",8,1995-08-15,1995,"1995",8,"Aug",33,227,31
"593",593,"16/08/1995",5.5,1995-08-16,1995,"1995",8,"Aug",33,228,31
"594",594,"17/08/1995",4.5,1995-08-17,1995,"1995",8,"Aug",33,229,31
"595",595,"18/08/1995",4.6,1995-08-18,1995,"1995",8,"Aug",33,230,31
"596",596,"19/08/1995",4.9,1995-08-19,1995,"1995",8,"Aug",33,231,31
"597",597,"20/08/1995",5.5,1995-08-20,1995,"1995",8,"Aug",34,232,31
"598",598,"21/08/1995",4.6,1995-08-21,1995,"1995",8,"Aug",34,233,31
"599",599,"22/08/1995",3.8,1995-08-22,1995,"1995",8,"Aug",34,234,31
"600",600,"23/08/1995",4.1,1995-08-23,1995,"1995",8,"Aug",34,235,31
"601",601,"24/08/1995",8,1995-08-24,1995,"1995",8,"Aug",34,236,31
"602",602,"25/08/1995",6.9,1995-08-25,1995,"1995",8,"Aug",34,237,31
"603",603,"26/08/1995",5.5,1995-08-26,1995,"1995",8,"Aug",34,238,31
"604",604,"27/08/1995",5.9,1995-08-27,1995,"1995",8,"Aug",35,239,31
"605",605,"28/08/1995",6,1995-08-28,1995,"1995",8,"Aug",35,240,31
"606",606,"29/08/1995",6.3,1995-08-29,1995,"1995",8,"Aug",35,241,31
"607",607,"30/08/1995",5.5,1995-08-30,1995,"1995",8,"Aug",35,242,31
"608",608,"31/08/1995",4.8,1995-08-31,1995,"1995",8,"Aug",35,243,31
"609",609,"01/09/1995",4.4,1995-09-01,1995,"1995",9,"Sep",35,244,30
"610",610,"02/09/1995",4.1,1995-09-02,1995,"1995",9,"Sep",35,245,30
"611",611,"03/09/1995",4,1995-09-03,1995,"1995",9,"Sep",36,246,30
"612",612,"04/09/1995",4.3,1995-09-04,1995,"1995",9,"Sep",36,247,30
"613",613,"05/09/1995",4,1995-09-05,1995,"1995",9,"Sep",36,248,30
"614",614,"06/09/1995",4.6,1995-09-06,1995,"1995",9,"Sep",36,249,30
"615",615,"07/09/1995",5,1995-09-07,1995,"1995",9,"Sep",36,250,30
"616",616,"08/09/1995",5.1,1995-09-08,1995,"1995",9,"Sep",36,251,30
"617",617,"09/09/1995",7,1995-09-09,1995,"1995",9,"Sep",36,252,30
"618",618,"10/09/1995",4,1995-09-10,1995,"1995",9,"Sep",37,253,30
"619",619,"11/09/1995",5.9,1995-09-11,1995,"1995",9,"Sep",37,254,30
"620",620,"12/09/1995",6,1995-09-12,1995,"1995",9,"Sep",37,255,30
"621",621,"13/09/1995",5.5,1995-09-13,1995,"1995",9,"Sep",37,256,30
"622",622,"14/09/1995",6.6,1995-09-14,1995,"1995",9,"Sep",37,257,30
"623",623,"15/09/1995",5,1995-09-15,1995,"1995",9,"Sep",37,258,30
"624",624,"16/09/1995",3.5,1995-09-16,1995,"1995",9,"Sep",37,259,30
"625",625,"17/09/1995",4.5,1995-09-17,1995,"1995",9,"Sep",38,260,30
"626",626,"18/09/1995",5,1995-09-18,1995,"1995",9,"Sep",38,261,30
"627",627,"19/09/1995",5.5,1995-09-19,1995,"1995",9,"Sep",38,262,30
"628",628,"20/09/1995",8.3,1995-09-20,1995,"1995",9,"Sep",38,263,30
"629",629,"21/09/1995",6.3,1995-09-21,1995,"1995",9,"Sep",38,264,30
"630",630,"22/09/1995",10.7,1995-09-22,1995,"1995",9,"Sep",38,265,30
"631",631,"23/09/1995",7.4,1995-09-23,1995,"1995",9,"Sep",38,266,30
"632",632,"24/09/1995",5.5,1995-09-24,1995,"1995",9,"Sep",39,267,30
"633",633,"25/09/1995",6.4,1995-09-25,1995,"1995",9,"Sep",39,268,30
"634",634,"26/09/1995",6.3,1995-09-26,1995,"1995",9,"Sep",39,269,30
"635",635,"27/09/1995",11.5,1995-09-27,1995,"1995",9,"Sep",39,270,30
"636",636,"28/09/1995",15.5,1995-09-28,1995,"1995",9,"Sep",39,271,30
"637",637,"29/09/1995",10.4,1995-09-29,1995,"1995",9,"Sep",39,272,30
"638",638,"30/09/1995",7.4,1995-09-30,1995,"1995",9,"Sep",39,273,30
